web-scraper-order,web-scraper-start-url,GameLink,GameLink-href,GameHeading,GameLogo-src,GameDescription,GameImage1-src,GameFeature1,GameFeature1Text,GameFeature2,GameFeature2Text,GameFeature3,GameFeature3Text,GameFeature4,GameFeature4text,GameFeature5,GameFeature5Text
"1764651972-56","https://www.aristocratgaming.com/us/where-to-play","Cashman Kingdom","https://www.aristocratgaming.com/us/slots/games/cashman-kingdom","ENTER THE KINGDOM OF CASH","/_product-assets/games-assets/cashman-kingdom/cashman-kingdom_gt_logo.png","Cashman is back with some new friends to give this Aristocrat classic a fresh look and feel. Meet seven all-new characters that bring unique mechanics to the game’s Hold & Spin feature, which you can buy into during your game! Land the Epic King or Queen of Cashman Kingdom to receive enhancements on free spins to help maximize your bonuses.","/_product-assets/games-assets/cashman-kingdom/cashman-kingdom_gt_in-cabinet-image-front.png","Cashman Hold & Spin Feature","Seven new Cashman characters that each have a unique functionality during the Hold & Spin feature. Innovative treasure chest symbol with 10-spin countdown to win jackpot awards","Free Games Feature","A stack of 3 wilds is added to reels 2-5 every free game to greatly increase the chance of a big wild win","Instant Feature","At any point, players can buy into the Cashman Hold & Spin bonus","","","",""
"1764651976-57","https://www.aristocratgaming.com/us/where-to-play","Cashman Bingo","https://www.aristocratgaming.com/us/slots/game-groups/cashman-bingo","Cashman Bingo","","","","","","","","","","","","",""
"1764651981-58","https://www.aristocratgaming.com/us/where-to-play","Cash Express Legend Choy Sun Doa","https://www.aristocratgaming.com/us/slots/games/cash-express-legend-choy-sun-doa","Experience Choy Sun Doa™","/_product-assets/games-assets/cash-express-legend-choy-sun-doa/cash-express-legend-choy-sun-doa_gt_logo.png","Cash Express meets Choy Sun Doa™ for your chance at new features, a new meter, and fun ways to win!","/_product-assets/game-groups-assets/groups/cash-express-legend/cash-express-legend_gg_in-cabinet-image2.png","GATEWAY PICK FEATURE","This feature gives you the choice of Free Games, or entering a new Cash Express Legend Feature!","CASH EXPRESS LEGEND FEATURE","This will award you with one or more colored trains with classic Cash Express gameplay and chances at a new Hold & Spin feature-in-feature","CASH EXPRESS LEGEND BONUS METER","When the bonus meter is activated, one or multiple trains will be awarded! This could randomly award the Cash Express Legend Bonus by landing at least one Cash-on-Reel symbol","","","",""
"1764651985-59","https://www.aristocratgaming.com/us/where-to-play","Cash Express Legend Buffalo","https://www.aristocratgaming.com/us/slots/games/cash-express-legend-buffalo","Discover Cash Express Legend™ Buffalo™","/_product-assets/games-assets/cash-express-legend-buffalo/cash-express-dragon-buffalo_gt_logo.png","In this new Cash Express experience, get your chance at a Gateway Pick Feature which lets your choose between Buffalo Free Games or a new Cash Express Legend Feature!","/_product-assets/game-groups-assets/groups/cash-express-legend/cash-express-legend_gg_in-cabinet-image2.png","GATEWAY PICK FEATURE","This feature gives you the choice of Free Games, or entering a new Cash Express Legend Feature!","CASH EXPRESS LEGEND FEATURE","This will award you with one or more colored trains with classic Cash Express gameplay and chances at a new Hold & Spin feature-in-feature","CASH EXPRESS LEGEND BONUS METER","When the bonus meter is activated, one or multiple trains will be awarded! This could randomly award the Cash Express Legend Bonus by landing at least one Cash-on-Reel symbol","","","",""
"1764651990-60","https://www.aristocratgaming.com/us/where-to-play","Cash Express Legend","https://www.aristocratgaming.com/us/slots/game-groups/cash-express-legend","Cash Express Legend™","","","","","","","","","","","","",""
"1764651995-61","https://www.aristocratgaming.com/us/where-to-play","Buffalo Triple Power","https://www.aristocratgaming.com/us/slots/games/buffalo-triple-power","Three great ways to get free games","/_product-assets/games-assets/buffalo-triple-power/buffalo-triple-power_gt_logo.png","Buffalo Triple Power™ is a first-of-its-kind game that blends the latest state-of-the-art mechanics with the beloved Buffalo brand. All 3 Free Games bonuses elegantly complement each other, anchored with the popular Buffalo Gold™ bonus, the new Buffalo Rising™ bonus adds more reel positions and Buffalo Bucks™ bonus provides a unique Jackpot chase for maximum excitement.","/_product-assets/games-assets/buffalo-triple-power/buffalo-triple-power_gt_in-cabinet-image-front.png","Free Games","3 unique Free Games features with triple metamorphic trigger in addition to the classic scatter symbol trigger, for the ultimate experience.","Combine Up To 3 Features","Buffalo Rising™ - Matrix expands to 4-5-6-5-4 during feature. Buffalo Gold™ - Collect Gold Buffalo during feature to convert other symbols to Buffalo. Buffalo Bucks™ - Collect cash bags during feature; Green cash bags award credits; Gold cash bags award Credits/Jackpots.","Multipliers","Wild multipliers are available in features","","","",""
"1764651999-62","https://www.aristocratgaming.com/us/where-to-play","Buffalo Gold Wheels of Reward","https://www.aristocratgaming.com/us/slots/games/buffalo-gold-wheels-of-reward","More wheels mean more fun","/_product-assets/games-assets/buffalo-gold-wheels-of-reward/buffalo-gold-wheels-of-reward_gt_logo.png","Buffalo Gold Wheels of Reward introduces players to something exciting and new. Three wheels make sure no bonus is the same while offering the Classic Gold Collection experience with bigger multipliers, more chances to collect and better opportunities to connect on big winning spins. reward yourself with some golden playtime.","/_product-assets/games-assets/buffalo-gold-wheels-of-reward/buffalo-gold-wheels-of-reward_gt_in-cabinet-image-front.png","FREE GAMES","Classic Gold Collection Feature, collecting golden buffalo heads transforms other major symbols into buffalo, players may retrigger for additional free games by landing 2 or more golden coins. While in Free Games players may also trigger any combination of Wheel Features","MORE WAYS WHEEL","During free games, any landed “More Ways” Coin spins the More Ways Wheel – prizes on the wheel may grow the reels higher","FREE GAMES WHEEL","During free games, landing 2 or more “Free Games” Coins spins the free games wheel. The wheel has 4 layers, landing more than two coins earns players wheel spins closer to the outmost layer, where awarded prizes increase","MULTIPLIER WHEEL","During free games, landing any “Sunset Coin” spins the multiplier wheel. The spot in which the Sunset Coin was landed will be replaced by a WILD with a multiplier equal to the one landed on during the Multiplier Wheel Spin","",""
"1764652003-63","https://www.aristocratgaming.com/us/where-to-play","Buffalo Gold Revolution","https://www.aristocratgaming.com/us/slots/games/buffalo-gold-revolution","Where the Buffalos are Pure Gold","/_product-assets/games-assets/buffalo-gold-revolution/buffalo-gold-revolution_gt_logo.png","An exciting new twist on a classic, Buffalo Gold™ stampedes onto the casino floor. This game is a player favorite. With the chance for of big wins in the base game and a Wheel Bonus that awards jackpots, credit prizes, Gold Buffalo or free games. It's a high energy journey through the desert plains. There's a slew of wild multipliers, plus Free Games when the Gold Buffalo come out to play.","/_product-assets/games-assets/buffalo-gold-revolution/buffalo-gold-revolution_gt_in-cabinet-image-front.png","FREE GAMES","8, 15 or 20 Free Games awarded with Gold Buffalo being the main entertainment! As more Buffalo Gold are collected, picture symbols will become buffalo for the remainder of the Free Games. Free Games always commence with Wheel Feature","WHEEL FEATURE","Wheel bonus awards jackpots, credit prizes, Gold Buffalo or Free Games. Once the Free Games award has been achieved the wheel feature is completed","WILD MULTIPLIERS","All wilds appear with a multiplier, multiplying all wins for that spin","","","",""
"1764652008-64","https://www.aristocratgaming.com/us/where-to-play","Buffalo Gamble","https://www.aristocratgaming.com/us/slots/games/buffalo-gamble","Buffalo Take All","/_product-assets/games-assets/buffalo-gamble/buffalo-gamble_gt_logo.png","This game takes the beloved Buffalo and adds an exciting new feature that really amps up the play. Push the Red or Black “Gamble” button and get a chance to double or even quadruple all of your wins. With new denom options, Multiplier Wilds and classic Buffalo Free Games, the stampede is on for good times and big prizes.","/_product-assets/games-assets/buffalo-gamble/buffalo-gamble_gt_in-cabinet-image-front.png","GAMBLE WIN","Option to pick between Black/Red or Suits to multiply your wins","FREE GAMES","Classic Buffalo Free Games","MULTIPLIER WILDS","Wilds turn into multiplier Wilds during Free Games","","","",""
"1764652012-65","https://www.aristocratgaming.com/us/where-to-play","Buffalo Chief","https://www.aristocratgaming.com/us/slots/games/buffalo-chief","There's a New Buffalo In Town","/_product-assets/games-assets/buffalo-chief/buffalo-chief_gt_logo.png","Buffalo Chief™ is an amazing gaming experience with even bigger stacks and more ways to win – 3,456 in the base game alone. The Supercoin feature leads to 250 buffalo symbols during Free Games, and a mystery Gigantic Stampede feature with 16,000 ways to win with a guaranteed 5-of-a-kind Buffalo. The stampede is on is this premium slot experience that promises to be a wild ride.","/_product-assets/games-assets/buffalo-chief/buffalo-chief_gt_in-cabinet-image-front.png","SUPERCOIN COLLECTION","Triggers a wheel that will add up to 250 additional Buffalo to the reel-strips","FREE GAMES","Upgraded Buffalo Free Games awarding 8, 15, 20 games with re-triggers","BUFFALO CHIEF STAMPEDE","Expanding reels increasing to 16,000 ways to win Buffalo","","","",""
"1764652017-66","https://www.aristocratgaming.com/us/where-to-play","Buffalo Ascension","https://www.aristocratgaming.com/us/slots/games/buffalo-ascension","RISE, BUFFALO!","/_product-assets/games-assets/buffalo-ascension/buffalo-ascension_gt_logo.png","Buffalo Ascension™ builds on one of Aristocrat’s most iconic brands to deliver tons of new features and ways to win. Persistent reel growth offers an incredible 5,488 ways to win the base game! Collect gold arrows to win the progressive jackpot and enjoy upgraded free games where your rewards can multiply to huge amounts! Be on the lookout for stampedes and super stampedes that will add buffalo to your reels for the remainder of the spin.","/_product-assets/games-assets/buffalo-ascension/buffalo-ascension_gt_in-cabinet-image-front.png","Progressive Jackpot","Land a gold arrow on reel 3 to win the progressive jackpot","Enhanced Free Games","Awards traditional Buffalo Free Games with multipliers, and the reel that triggered the feature will stay 7 positions high until the end of the feature","Stampede Feature","Buffalos run down reels and change at least one symbol to Buffalo for that spin","Super Stampede Feature","Buffalos run down reels and change at least three symbols to Buffalo for that spin","",""
"1764652021-67","https://www.aristocratgaming.com/us/where-to-play","Buffalo and Friends","https://www.aristocratgaming.com/us/slots/games/buffalo-and-friends","The herd just got more diverse","/_product-assets/games-assets/buffalo-and-friends/buffalo-and-friends_gt_logo.png","Buffalo & Friends™ combines the features of three other popular game titles to bring a whole new experience to life. Join More Chili, Wicked Winnings & Mr. Cashman as they run with the stampede to excitement, adventure and even more ways to win Free Games.","/_product-assets/games-assets/buffalo-and-friends/buffalo-and-friends_gt_in-cabinet-image-front.png","CASHMAN FEATURE","The free games play like traditional Buffalo Free Games, however, randomly at the start or finish of any spin, Mr. Cashman may award, respins, additional free games, credits or jackpots, or additional Buffalo symbols","MORE CHILI FEATURE","The free games play like traditional Buffalo Free Games, however, the players now start with 2 reel sets and can unlock up to 4 reel sets by collecting Chili symbols, and More Chili","WICKED WINNINGS FEATURE","The free games play like traditional Buffalo Free Games, however, there is a special Wicked Winnings Wild symbol. If this symbol lands, the Wild will expand and the player will be awarded 1 respin, just like Wicked Winnings","","","",""
"1764652026-68","https://www.aristocratgaming.com/us/where-to-play","Boost Tiger","https://www.aristocratgaming.com/us/slots/games/boost-tiger","The Tiger Gets a Boost Like Never Before","/_product-assets/games-assets/boost-tiger/boost-tiger_gt_logo.png","Play with the big cats on Fu Dai Lian Lian: Boost Tiger. This action-packed game features gold coins, and filling three separate bags brimming with jackpots. Grow the reels high with the Prosperity Boost. Collect letters and gold coins in the Jackpot Boost, and get plenty of Free Games and multipliers in the Longevity Boost. It's the powerful tiger taken to the next level of entertainment.","/_product-assets/games-assets/boost-tiger/boost-tiger_gt_in-cabinet-image-front.png","PROSPERITY BOOST","Free Games with mystery wilds","LONGEVITY BOOST","Free Games with multipliers. Coins award additional free games or credit prizes","JACKPOT FEATURE","Collect Letters in the jackpot name to win that jackpot. Each Gold Coin may become a double Gold Coin for two prize wins","","","",""
"1764652030-69","https://www.aristocratgaming.com/us/where-to-play","Boost Peacock","https://www.aristocratgaming.com/us/slots/games/boost-peacock","1 Peacock and 3 Bags of Gold","/_product-assets/games-assets/boost-peacock/boost-peacock_gt_logo.png","Strut your tail feathers with Fu Dai Lian Lian: Boost Peacock. Grow your reels high with the Prosperity Boost. Get a chance for Free Games and credit prizes with the Longevity Boost and collect letters to win big in the Jackpot Boost. If you enjoy all the action of mystery bonuses, you'll find them in our pots of gold feature, all served up in colorful animation. It's all about the strut in this beautifully designed gaming experience from Aristocrat Gaming.","/_product-assets/games-assets/boost-tiger/boost-tiger_gt_in-cabinet-image-front.png","PROSPERITY BOOST","Free Games with mystery wilds","LONGEVITY BOOST","Free Games with multipliers. Coins award additional free games or credit prizes","JACKPOT FEATURE","Collect Letters in the jackpot name to win that jackpot. Each Gold Coin may become a double Gold Coin for two prize wins","","","",""
"1764652034-70","https://www.aristocratgaming.com/us/where-to-play","Bonus Boost Red Festival","https://www.aristocratgaming.com/us/slots/games/bonus-boost-red-festival","Paint the Night Red","/_product-assets/games-assets/bonus-boost-red-festival/red-festival_gt_logo.png","Bonus Boost Red Festival sets the night on fire with Hold & Spin action, randomly boosted prizes, Extra Spins and a multi-feature trigger. There's a chance to win 2, count 'em two, grand jackpots. And there's Firecracker stacks for players who enjoy the action of mystery bonuses. All wrapped up in a beautifully designed, Asian inspired, must play from Aristocrat.","/_product-assets/games-assets/bonus-boost-red-festival/red-festival_gt_in-cabinet-image-front.png","DOUBLE UP","Based on Mighty Cash Double Up™, 30 positions to be filled instead of 15","EXTRA SPINS","Resets at 4 spins instead of 3","ULTRA","Randomly boosted prizes","MULTI-FEATURE TRIGGER","Ability to combine 2 or all Hold & Spin features in a single bonus","",""
"1764652039-71","https://www.aristocratgaming.com/us/where-to-play","Bonus Boost Blue Festival","https://www.aristocratgaming.com/us/slots/games/bonus-boost-blue-festival","All That Glitters is Blue","/_product-assets/games-assets/bonus-boost-blue-festival/blue-festival_gt_logo.png","Bonus Boost Blue Festival brings all the mechanics from classic titles like Fu Dai Lian Lian and Mighty Cash Ultra to create a whole new level of gameplay. With 3 Hold & Spin bonuses, and the chance to win two grand progresivess, there is firecraker action and lots of surprises around every spin.","/_product-assets/games-assets/bonus-boost-blue-festival/blue-festival_gt_in-cabinet-image-front.png","DOUBLE UP","Based on Mighty Cash Double Up™, 30 positions to be filled instead of 15","EXTRA SPINS","Resets at 4 spins instead of 3","ULTRA","Randomly boosted prizes","MULTI-FEATURE TRIGGER","Ability to combine 2 or all Hold & Spin features in a single bonus","",""
"1764652044-72","https://www.aristocratgaming.com/us/where-to-play","Blue Prosperity","https://www.aristocratgaming.com/us/slots/games/blue-prosperity","Spark fun with every spin","/_product-assets/games-assets/blue-prosperity/blue-prosperity_gt_logo.png","Bao Zhu Zhao Fu Ignite™ Blue Prosperity™ is a party housed in the innovative Baron cabinet. It has the classic details players know and improves on them: The Triple Metamorphic mechanic now blends four features into one complete package, resulting in 15 different bonus combinations from Ultra, Zone, Double, or Extra Spins features. And a first for this title is the ability for players to unlock additional features during their bonuses, meaning any firecracker can lead to four features!","/_product-assets/games-assets/blue-prosperity/blue-prosperity_gt_in-cabinet-image.png","CLASSIC BAO ZHU FEATURES","Hold & Spin features from Bao Zhu Zhao Fu Red, Blue, Purple, & Jade all return in one package. Players may metamorphically trigger Ultra, Zone, Double, or Extra Spins features","UNLOCKING FEATURES","Metamorphic triggers are still active during bonuses. Players may trigger with one bonus feature but unlock additional features during their initial bonus","","","","","",""
"1764652048-73","https://www.aristocratgaming.com/us/where-to-play","Bigger Fu Cash Bats","https://www.aristocratgaming.com/us/slots/game-groups/bigger-fu-cash-bats","Bigger Fu Cash Bats™","","","","","","","","","","","","",""
"1764652053-74","https://www.aristocratgaming.com/us/where-to-play","Best Bet","https://www.aristocratgaming.com/us/slots/games/best-bet","The Ponies Are Hot Tonight","/_product-assets/games-assets/best-bet/best-bet_gt_logo.png","It's a run for the roses in Best Bet™, part of the Lightning Link™ / Lightning Cash™ family. Go for the gold cup with a Hold & Spin jackpot feature that offers the opportunity to win multiple jackpots, bonuses and credit prizes. Make the horse neigh as you race for Free Games with royals removed and exciting top progressive prizes in this entertaining pony classic.","/_product-assets/games-assets/best-bet/best-bet_gt_in-cabinet-image-front.png","HOLD & SPIN","Hold & Spin in base or Free Games","GRAND JACKPOT","Exciting top progressive prizes","FREE GAMES","Free Games with royals removed","","","",""
"1764652058-75","https://www.aristocratgaming.com/us/where-to-play","Bao Zhu Zhao Fu Ignite","https://www.aristocratgaming.com/us/slots/game-groups/bao-zhu-zhao-fu-ignite","Bao Zhu Zhao Fu Ignite","","","","","","","","","","","","",""
"1764652062-76","https://www.aristocratgaming.com/us/where-to-play","Bao Zhu Zhao Fu","https://www.aristocratgaming.com/us/slots/game-groups/bao-zhu-zhao-fu","Bao Zhu Zhao Fu","","","","","","","","","","","","",""
"1764652067-77","https://www.aristocratgaming.com/us/where-to-play","Bank Buster","https://www.aristocratgaming.com/us/slots/games/bank-buster","Get excited for the jackpots","/_product-assets/games-assets/bank-buster/bank-buster_gt_logo.png","Get ready to break the bank with Bank Buster™. Combining thrilling play with repeat wins for the ultimate jackpot chase, you can select between base games Buffalo, Pompeii, or Louie’s Gold. Piggy Coins award Cash-on-Reel prizes, free games, and progressive jackpots you can buy directly into the bonus features. This is fun you can take to the bank.","/_product-assets/games-assets/bank-buster/bank-buster_gt_in-cabinet-image-front.png","THREE CLASSIC TITLES","Player selectable multi-game with three classic titles","EXCITING PIGGY COINS","Trigger free games with Expand, Jackpot, and Repeat Win features","REPEAT WIN","First triple metamorphic with repeat wins","","","",""
"1764652071-78","https://www.aristocratgaming.com/us/where-to-play","Autumn Moon","https://www.aristocratgaming.com/us/slots/games/autumn-moon","Game Under a Full Moon","/_product-assets/games-assets/autumn-moon/autumn-moon_gt_logo_202011_f-(1).png","Open the golden doors to Asia with Autumn Moon™, part of the Dragon Link™ / Dragon Cash™ family. This brilliant, colorful game features the famous Hold & Spin feature, scalable bonus prizes, Cash-on-Reels and the ability to win up to 250x your bet on a scatter. During the Autumn Moon Free Games, all special symbols will reveal the same symbol, including the chance for the big jackpot. Enjoy the entertainment as you play this true fan favorite.","/_product-assets/games-assets/autumn-moon/autumn-moon_in-cabinet-image-front.png","HOLD & SPIN JACKPOT","Lightning Link™ inspiration that uses a common orb trigger symbol across all game themes for uniformity","GRAND JACKPOT","Exciting top progressive prize","FREE GAMES","Free Games with mystery symbols","","","",""
"1764652075-79","https://www.aristocratgaming.com/us/where-to-play","Aristocrat Classics","https://www.aristocratgaming.com/us/slots/games/aristocrat-classics","Legacy content in one multi-game pack","/_product-assets/games-assets/aristocrat-classics/aristocrat-classics_gt_logo.png","Aristocrat Classics is a highly flexible pack that lets operators enable updated denoms and configurations to legacy games. Whatever your casino player base is, you can mix and match from a variety of content for an optimized game profile filled with all their favorite legacy content.","/_product-assets/games-assets/aristocrat-classics/aristocrat-classics_gt_in-cabinet-image.png","PACK 1 CONTAINS:","Buffalo, Buffalo Gold, Sun & Moon, Queen of the Nile, Sky Rider Golden Amulet, Pompeii","ADDITIONAL GAMES","Dancing Foo, Mighty Cash Long Teng Hu Xiao, Extra Bonus Wilds","","","","","",""
"1764652080-80","https://www.aristocratgaming.com/us/where-to-play","5 Dragons Rapid","https://www.aristocratgaming.com/us/slots/games/5-dragons-rapid","Roaring, soaring rewards","/_product-assets/games-assets/5-dragons-rapid/5-dragons-rapid_gt_logo.png","Take to the skies and collect rewards in this fast-hitting game that drives excitement and rewards through an abundance of features. 5 Dragons™ Rapid offers 7 game features with varying volatility, triggered by collecting three or more coins across your reels. The new Chest Reels give you more ways to activate a feature by collecting Special Coin symbols. The lucrative Jackpot feature can be triggered to convert matching symbols into bonus awards!","/_product-assets/games-assets/5-dragons-rapid/5-dragons-grand-helixxt_gt_in-cabinet-image-front.png","FREE GAMES","Triggered by three or more coin symbols from left to right. There are 7 feature choices with different volatilities including mystery feature","CHEST REELS","Feature can be awarded with the Special Coin symbol which appears on reels 2, 3 and 4 (called Chest reels). Whenever the Special Coin symbol appears, there is a chance that one or two features may be awarded per symbol","JACKPOT","The Jackpot feature can be won randomly during any bought game during the a pick’em bonus. Once the Jackpot Feature is triggered, 12 Coins will appear. When three matching symbols have been revealed, the corresponding Jackpot or bonus will be awarded","","","",""
